Cód.IBGE_6,Cód.IBGE_7,UF,Município,2020,2021,2022,2023,2024,2025
352610,3526100,SP,Juquiá,18'718,18'627,17'154,17'467,17'255,17'184
352620,3526209,SP,Juquitiba,31'646,31'844,27'404,28'184,28'007,27'969
352630,3526308,SP,Lagoinha,4'889,4'882,5'083,5'170,5'182,5'183
352640,3526407,SP,Laranjal Paulista,28'785,29'047,26'261,26'983,27'009,27'044
352650,3526506,SP,Lavínia,12'285,12'581,9'689,9'922,9'909,9'940
352660,3526605,SP,Lavrinhas,7'311,7'361,7'171,7'283,7'328,7'348
352670,3526704,SP,Leme,104'346,105'273,98'161,101'106,101'316,101'537
352680,3526803,SP,Lençóis Paulista,68'990,69'533,66'505,68'190,68'395,68'568
352690,3526902,SP,Limeira,308'482,310'783,291'869,300'446,300'728,301'292
352700,3527009,SP,Lindóia,8'092,8'201,7'014,7'126,7'147,7'158
352710,3527108,SP,Lins,78'503,78'978,74'779,76'646,76'729,76'844
352720,3527207,SP,Lorena,89'125,89'532,84'855,87'447,87'370,87'468
352725,3527256,SP,Lourdes,2'300,2'311,1'950,1'962,1'968,1'962
352730,3527306,SP,Louveira,49'993,51'007,51'847,52'884,54'111,54'865
352740,3527405,SP,Lucélia,21'886,22'022,20'061,20'422,20'372,20'378
352750,3527504,SP,Lucianópolis,2'403,2'412,2'372,2'397,2'419,2'423
352760,3527603,SP,Luís Antônio,15'292,15'628,12'265,12'491,12'531,12'564
352770,3527702,SP,Luiziânia,5'855,5'918,4'701,4'756,4'751,4'740
352780,3527801,SP,Lupércio,4'596,4'608,3'981,4'021,4'017,4'004
352790,3527900,SP,Lutécia,2'636,2'623,2'661,2'675,2'699,2'697
352800,3528007,SP,Macatuba,17'214,17'263,16'829,17'102,17'120,17'140
352810,3528106,SP,Macaubal,8'147,8'174,7'481,7'606,7'587,7'581
352820,3528205,SP,Macedônia,3'692,3'686,3'963,4'022,4'048,4'058
352830,3528304,SP,Magda,3'102,3'086,3'165,3'205,3'212,3'211
352840,3528403,SP,Mairinque,47'441,47'723,50'027,51'259,51'660,51'888
352850,3528502,SP,Mairiporã,101'937,103'645,93'853,96'552,97'399,97'835
352860,3528601,SP,Manduri,9'910,9'972,9'871,10'036,10'092,10'122
352870,3528700,SP,Marabá Paulista,5'948,6'039,4'573,4'624,4'627,4'619
352880,3528809,SP,Maracaí,14'036,14'069,12'673,12'874,12'826,12'804
352885,3528858,SP,Marapoama,3'064,3'097,3'292,3'308,3'392,3'415
352890,3528908,SP,Mariápolis,4'091,4'098,3'513,3'549,3'539,3'526
352900,3529005,SP,Marília,240'590,242'249,237'627,245'489,246'627,247'348
352910,3529104,SP,Marinópolis,2'106,2'101,1'860,1'857,1'870,1'862
352920,3529203,SP,Martinópolis,26'628,26'791,24'881,25'323,25'299,25'240
352930,3529302,SP,Matão,83'626,84'069,79'033,81'110,80'998,81'075
352940,3529401,SP,Mauá,477'552,481'725,418'261,430'990,429'380,429'014
352950,3529500,SP,Mendonça,5'565,5'638,6'159,6'230,6'369,6'420
352960,3529609,SP,Meridiano,3'824,3'813,4'572,4'637,4'697,4'721
352965,3529658,SP,Mesópolis,1'905,1'903,1'952,1'957,1'988,1'990
352970,3529708,SP,Miguelópolis,22'355,22'480,19'441,19'773,19'655,19'621
352980,3529807,SP,Mineiros do Tietê,12'966,13'023,11'230,11'416,11'349,11'322
352990,3529906,SP,Miracatu,19'643,19'511,18'553,18'878,18'679,18'610
353000,3530003,SP,Mira Estrela,3'106,3'125,3'126,3'157,3'199,3'209
353010,3530102,SP,Mirandópolis,29'706,29'844,27'983,28'821,28'737,28'754
353020,3530201,SP,Mirante do Paranapanema,18'338,18'415,15'917,16'212,16'069,16'031
353030,3530300,SP,Mirassol,60'303,60'768,63'337,64'788,65'485,65'811
353040,3530409,SP,Mirassolândia,4'919,4'966,4'669,4'730,4'771,4'783
353050,3530508,SP,Mococa,68'980,69'072,67'681,69'454,69'324,69'372
353060,3530607,SP,Mogi das Cruzes,450'785,455'587,451'505,463'933,468'120,470'302
353070,3530706,SP,Mogi Guaçu,153'033,154'146,153'658,158'695,159'735,160'318
353080,3530805,SP,Mogi Mirim,93'650,94'098,92'558,95'324,95'534,95'742
353090,3530904,SP,Mombuca,3'508,3'523,3'722,3'755,3'815,3'830
353100,3531001,SP,Monções,2'267,2'274,1'937,1'948,1'954,1'947
353110,3531100,SP,Mongaguá,57'648,58'567,61'951,63'441,64'519,64'845
353120,3531209,SP,Monte Alegre do Sul,8'111,8'181,8'627,8'779,8'873,8'923
353130,3531308,SP,Monte Alto,50'772,51'039,47'574,48'794,48'725,48'758
353140,3531407,SP,Monte Aprazível,25'373,25'651,22'280,22'655,22'650,22'668
353150,3531506,SP,Monte Azul Paulista,18'968,18'928,18'151,18'463,18'363,18'337
353160,3531605,SP,Monte Castelo,4'166,4'166,4'222,4'282,4'301,4'306
353170,3531704,SP,Monteiro Lobato,4'696,4'739,4'138,4'191,4'205,4'205
353180,3531803,SP,Monte Mor,60'754,61'707,64'662,66'030,67'296,67'832
353190,3531902,SP,Morro Agudo,33'288,33'598,27'933,28'741,28'561,28'521
353200,3532009,SP,Morungaba,13'781,13'936,13'720,13'942,14'081,14'147
353205,3532058,SP,Motuca,4'795,4'831,4'034,4'077,4'079,4'071
353210,3532108,SP,Murutinga do Sul,4'506,4'525,3'737,3'785,3'763,3'748
353215,3532157,SP,Nantes,3'179,3'215,2'660,2'677,2'699,2'697
353220,3532207,SP,Narandiba,4'904,4'950,5'713,5'791,5'908,5'956
353230,3532306,SP,Natividade da Serra,6'642,6'624,6'999,7'112,7'134,7'155
353240,3532405,SP,Nazaré Paulista,18'698,18'866,18'217,18'509,18'620,18'675
353250,3532504,SP,Neves Paulista,8'923,8'917,9'699,9'864,9'921,9'953
353260,3532603,SP,Nhandeara,11'527,11'575,9'852,10'023,9'944,9'915
353270,3532702,SP,Nipoã,5'298,5'381,4'750,4'808,4'860,4'876
353280,3532801,SP,Nova Aliança,7'068,7'161,6'693,6'784,6'858,6'885
353282,3532827,SP,Nova Campina,9'860,9'962,8'497,8'629,8'631,8'630
353284,3532843,SP,Nova Canaã Paulista,1'852,1'824,2'032,2'037,2'058,2'055
353286,3532868,SP,Nova Castilho,1'278,1'290,1'062,1'048,1'074,1'072
353290,3532900,SP,Nova Europa,11'355,11'519,9'311,9'468,9'459,9'459
353300,3533007,SP,Nova Granada,21'689,21'871,19'419,19'748,19'725,19'733
353310,3533106,SP,Nova Guataporanga,2'325,2'333,2'156,2'175,2'188,2'188
353320,3533205,SP,Nova Independência,4'053,4'135,4'609,4'672,4'795,4'847
353325,3533254,SP,Novais,5'945,6'057,4'412,4'447,4'469,4'463
353330,3533304,SP,Nova Luzitânia,4'160,4'217,2'837,2'844,2'838,2'817
353340,3533403,SP,Nova Odessa,60'956,61'716,62'019,63'464,64'228,64'596
353350,3533502,SP,Novo Horizonte,41'414,41'765,38'324,39'401,39'435,39'494
353360,3533601,SP,Nuporanga,7'478,7'522,7'391,7'502,7'550,7'570
353370,3533700,SP,Ocauçu,4'291,4'294,4'331,4'383,4'412,4'418
353380,3533809,SP,Óleo,2'471,2'447,2'512,2'522,2'540,2'535
353390,3533908,SP,Olímpia,55'130,55'477,55'074,56'401,56'701,56'874
353400,3534005,SP,Onda Verde,4'422,4'462,4'771,4'832,4'912,4'942
353410,3534104,SP,Oriente,6'542,6'569,6'085,6'182,6'180,6'180
353420,3534203,SP,Orindiúva,7'194,7'318,6'024,6'113,6'145,6'157
353430,3534302,SP,Orlândia,44'360,44'682,38'319,39'445,39'193,39'144
353440,3534401,SP,Osasco,699'944,701'428,728'615,754'312,756'952,759'524
353450,3534500,SP,Oscar Bressane,2'603,2'603,2'470,2'489,2'504,2'502
353460,3534609,SP,Osvaldo Cruz,33'000,33'118,31'272,32'163,32'099,32'112
353470,3534708,SP,Ourinhos,114'352,115'139,103'970,107'170,106'877,106'911
353475,3534757,SP,Ouroeste,10'539,10'712,10'294,10'462,10'596,10'660
353480,3534807,SP,Ouro Verde,8'620,8'676,7'779,7'909,7'901,7'900
353490,3534906,SP,Pacaembu,14'263,14'326,14'877,15'140,15'217,15'273
353500,3535002,SP,Palestina,13'123,13'285,11'476,11'663,11'689,11'704
353510,3535101,SP,Palmares Paulista,13'486,13'691,9'650,9'792,9'709,9'666
353520,3535200,SP,Palmeira d'Oeste,9'227,9'173,8'903,9'065,8'994,8'971
353530,3535309,SP,Palmital,22'272,22'322,19'594,19'932,19'767,19'714
353540,3535408,SP,Panorama,15'862,15'944,14'964,15'226,15'214,15'227
353550,3535507,SP,Paraguaçu Paulista,45'945,46'180,41'120,42'309,42'087,42'049
353560,3535606,SP,Paraibuna,18'263,18'302,17'667,17'974,17'950,17'959
353570,3535705,SP,Paraíso,6'496,6'536,6'099,6'191,6'211,6'218
353580,3535804,SP,Paranapanema,20'395,20'588,19'395,19'707,19'799,19'853
353590,3535903,SP,Paranapuã,4'095,4'112,4'031,4'079,4'111,4'118
353600,3536000,SP,Parapuã,10'949,10'934,10'580,10'774,10'729,10'720
353610,3536109,SP,Pardinho,6'508,6'579,7'153,7'279,7'382,7'435
353620,3536208,SP,Pariquera-Açu,19'723,19'797,19'233,19'582,19'576,19'603
353625,3536257,SP,Parisi,2'169,2'177,2'892,2'911,3'001,3'030
353630,3536307,SP,Patrocínio Paulista,14'807,14'941,14'512,14'752,14'837,14'888
353640,3536406,SP,Paulicéia,7'454,7'540,7'955,8'093,8'200,8'255
353650,3536505,SP,Paulínia,112'003,114'508,110'537,113'414,115'690,116'674
353657,3536570,SP,Paulistânia,1'834,1'835,2'090,2'106,2'146,2'156
353660,3536604,SP,Paulo de Faria,8'959,8'973,7'400,7'507,7'430,7'390
353670,3536703,SP,Pederneiras,47'111,47'523,44'827,46'106,46'223,46'337
353680,3536802,SP,Pedra Bela,6'110,6'127,6'557,6'666,6'718,6'745
353690,3536901,SP,Pedranópolis,2'481,2'468,2'787,2'817,2'848,2'856
353700,3537008,SP,Pedregulho,16'811,16'876,15'525,15'803,15'742,15'737
353710,3537107,SP,Pedreira,48'463,48'992,43'112,44'332,44'332,44'385
353715,3537156,SP,Pedrinhas Paulista,3'101,3'109,2'804,2'821,2'838,2'833
353720,3537206,SP,Pedro de Toledo,11'421,11'507,11'281,11'480,11'539,11'617
353730,3537305,SP,Penápolis,63'757,64'098,61'679,63'247,63'317,63'426
353740,3537404,SP,Pereira Barreto,25'677,25'685,24'095,24'530,24'389,24'360
353750,3537503,SP,Pereiras,8'773,8'875,8'737,8'871,8'969,9'013
353760,3537602,SP,Peruíbe,69'001,69'697,68'352,70'055,70'543,70'629
353770,3537701,SP,Piacatu,6'038,6'093,5'519,5'612,5'623,5'631
353780,3537800,SP,Piedade,55'542,55'731,52'970,54'353,54'237,54'266
353790,3537909,SP,Pilar do Sul,29'402,29'612,27'619,28'413,28'417,28'459
353800,3538006,SP,Pindamonhangaba,170'132,171'885,165'428,170'954,172'027,172'681
353810,3538105,SP,Pindorama,17'216,17'378,14'542,14'791,14'721,14'704
353820,3538204,SP,Pinhalzinho,15'388,15'564,15'224,15'475,15'605,15'676
353830,3538303,SP,Piquerobi,3'699,3'706,3'264,3'292,3'296,3'287
353850,3538501,SP,Piquete,13'575,13'495,12'490,12'706,12'570,12'516
353860,3538600,SP,Piracaia,27'462,27'617,26'029,26'750,26'764,26'795
353870,3538709,SP,Piracicaba,407'252,410'275,423'323,434'808,438'827,440'835
353880,3538808,SP,Piraju,29'869,29'930,29'436,30'285,30'261,30'294
353890,3538907,SP,Pirajuí,25'719,25'939,22'431,22'791,22'743,22'734
353900,3539004,SP,Pirangi,11'471,11'524,10'885,11'069,11'076,11'085
353910,3539103,SP,Pirapora do Bom Jesus,19'178,19'453,18'370,18'666,18'836,18'925
353920,3539202,SP,Pirapozinho,27'754,27'974,25'348,26'059,26'065,26'097
353930,3539301,SP,Pirassununga,76'877,77'330,73'545,75'445,75'475,75'594
353940,3539400,SP,Piratininga,13'765,13'890,15'108,15'389,15'554,15'657
353950,3539509,SP,Pitangueiras,40'080,40'430,33'674,34'632,34'416,34'361
353960,3539608,SP,Planalto,5'304,5'370,4'389,4'447,4'454,4'451
353970,3539707,SP,Platina,3'578,3'606,3'025,3'045,3'061,3'055
353980,3539806,SP,Poá,118'349,119'221,103'765,107'099,106'431,106'355
353990,3539905,SP,Poloni,6'113,6'166,5'592,5'664,5'696,5'702
354000,3540002,SP,Pompéia,22'172,22'326,20'196,20'549,20'512,20'520
354010,3540101,SP,Pongaí,3'400,3'385,3'395,3'430,3'443,3'440
354020,3540200,SP,Pontal,50'852,51'717,37'607,38'617,38'376,38'286
354025,3540259,SP,Pontalinda,4'674,4'719,4'127,4'185,4'196,4'198
354030,3540309,SP,Pontes Gestal,2'577,2'576,2'387,2'399,2'415,2'411
354040,3540408,SP,Populina,4'152,4'136,4'127,4'186,4'185,4'182
354050,3540507,SP,Porangaba,10'067,10'205,10'451,10'634,10'773,10'850
354060,3540606,SP,Porto Feliz,53'402,53'698,56'497,57'860,58'345,58'605
354070,3540705,SP,Porto Ferreira,56'504,56'848,52'649,54'044,53'940,53'966
354075,3540754,SP,Potim,25'130,25'603,20'392,20'730,20'767,20'801
354080,3540804,SP,Potirendaba,17'516,17'668,18'496,18'753,18'994,19'097
354085,3540853,SP,Pracinha,4'212,4'327,2'578,2'601,2'599,2'589
354090,3540903,SP,Pradópolis,21'873,22'239,17'078,17'381,17'309,17'299
354100,3541000,SP,Praia Grande,330'845,336'454,349'935,358'356,365'577,368'539
354105,3541059,SP,Pratânia,5'317,5'371,5'126,5'196,5'246,5'264
354110,3541109,SP,Presidente Alves,4'080,4'067,3'804,3'847,3'841,3'830
354120,3541208,SP,Presidente Bernardes,13'023,12'943,14'490,14'733,14'772,14'803
354130,3541307,SP,Presidente Epitácio,44'389,44'572,39'505,40'702,40'383,40'322
354140,3541406,SP,Presidente Prudente,230'371,231'953,225'668,233'252,234'083,234'706
354150,3541505,SP,Presidente Venceslau,39'583,39'648,35'201,36'234,35'902,35'810
354160,3541604,SP,Promissão,40'828,41'211,35'131,36'159,35'991,35'973
354165,3541653,SP,Quadra,3'854,3'902,3'405,3'446,3'472,3'477
354170,3541703,SP,Quatá,14'210,14'309,13'163,13'392,13'399,13'412
354180,3541802,SP,Queiroz,3'460,3'513,3'265,3'306,3'351,3'366
354190,3541901,SP,Queluz,13'606,13'788,9'159,9'236,9'146,9'074
354200,3542008,SP,Quintana,6'688,6'736,7'038,7'143,7'225,7'260
354210,3542107,SP,Rafard,9'101,9'126,8'965,9'117,9'133,9'145
354220,3542206,SP,Rancharia,29'726,29'743,28'588,29'404,29'305,29'387
354230,3542305,SP,Redenção da Serra,3'839,3'827,4'494,4'573,4'611,4'637
354240,3542404,SP,Regente Feijó,20'394,20'523,20'145,20'493,20'565,20'620
354250,3542503,SP,Reginópolis,9'837,10'047,7'662,7'787,7'808,7'820
354260,3542602,SP,Registro,56'393,56'463,59'947,61'503,61'732,61'927
354270,3542701,SP,Restinga,7'679,7'762,6'404,6'494,6'492,6'486
354280,3542800,SP,Ribeira,3'330,3'320,3'132,3'165,3'166,3'158
354290,3542909,SP,Ribeirão Bonito,13'299,13'376,10'989,11'171,11'079,11'040
354300,3543006,SP,Ribeirão Branco,16'211,15'984,18'627,18'944,18'930,18'942
354310,3543105,SP,Ribeirão Corrente,4'752,4'786,4'608,4'661,4'706,4'717
354320,3543204,SP,Ribeirão do Sul,4'539,4'537,4'677,4'759,4'768,4'776
354323,3543238,SP,Ribeirão dos Índios,2'224,2'222,2'025,2'032,2'045,2'040
354325,3543253,SP,Ribeirão Grande,7'679,7'686,7'450,7'588,7'570,7'571
354330,3543303,SP,Ribeirão Pires,124'159,125'238,115'559,119'166,118'877,118'954
354340,3543402,SP,Ribeirão Preto,711'825,720'116,698'642,722'367,728'400,731'639
354350,3543501,SP,Riversul,5'443,5'364,5'599,5'673,5'647,5'628
354360,3543600,SP,Rifaina,3'640,3'651,4'049,4'103,4'158,4'179
354370,3543709,SP,Rincão,10'812,10'824,9'098,9'238,9'145,9'101
354380,3543808,SP,Rinópolis,9'961,9'940,9'259,9'415,9'357,9'334
354390,3543907,SP,Rio Claro,208'008,209'548,201'418,208'171,208'857,210'323
354400,3544004,SP,Rio das Pedras,35'738,36'233,31'328,32'203,32'267,32'329
354410,3544103,SP,Rio Grande da Serra,51'436,52'009,44'170,45'488,45'317,45'324
354420,3544202,SP,Riolândia,12'689,12'856,10'309,10'494,10'453,10'444
354425,3544251,SP,Rosana,16'281,15'929,17'440,17'751,17'533,17'434
354430,3544301,SP,Roseira,10'801,10'888,10'832,11'010,11'095,11'137
354440,3544400,SP,Rubiácea,3'162,3'195,2'700,2'710,2'741,2'740
354450,3544509,SP,Rubinéia,3'170,3'191,3'833,3'891,3'965,3'998
354460,3544608,SP,Sabino,5'614,5'638,5'112,5'203,5'185,5'182
354470,3544707,SP,Sagres,2'430,2'427,2'474,2'492,2'519,2'522
354480,3544806,SP,Sales,6'407,6'481,6'437,6'546,6'612,6'645
354490,3544905,SP,Sales Oliveira,11'998,12'103,11'411,11'606,11'654,11'683
354500,3545001,SP,Salesópolis,17'252,17'363,15'202,15'454,15'396,15'381
354510,3545100,SP,Salmourão,5'337,5'372,4'808,4'870,4'883,4'883
354515,3545159,SP,Saltinho,8'393,8'498,8'161,8'298,8'371,8'407
354520,3545209,SP,Salto,119'736,120'779,134'319,137'869,140'125,141'111
354530,3545308,SP,Salto de Pirapora,45'860,46'285,43'748,44'980,45'138,45'262
354540,3545407,SP,Salto Grande,9'364,9'396,9'050,9'207,9'212,9'221
354550,3545506,SP,Sandovalina,4'354,4'405,3'645,3'683,3'699,3'697
354560,3545605,SP,Santa Adélia,15'561,15'639,14'018,14'245,14'203,14'193
354570,3545704,SP,Santa Albertina,6'022,6'036,6'393,6'480,6'543,6'566
354580,3545803,SP,Santa Bárbara d'Oeste,194'390,195'278,183'347,189'773,189'338,189'456
354600,3546009,SP,Santa Branca,14'857,14'925,13'975,14'234,14'212,14'219
354610,3546108,SP,Santa Clara d'Oeste,2'113,2'111,2'598,2'610,2'677,2'694
354620,3546207,SP,Santa Cruz da Conceição,4'544,4'584,4'277,4'346,4'365,4'375
354625,3546256,SP,Santa Cruz da Esperança,2'153,2'166,2'116,2'139,2'162,2'168
354630,3546306,SP,Santa Cruz das Palmeiras,34'737,35'102,28'864,29'697,29'525,29'489
354640,3546405,SP,Santa Cruz do Rio Pardo,47'943,48'207,46'442,47'616,47'677,47'759
354650,3546504,SP,Santa Ernestina,5'588,5'577,6'118,6'207,6'256,6'274
354660,3546603,SP,Santa Fé do Sul,32'563,32'796,34'794,35'678,36'098,36'288
354670,3546702,SP,Santa Gertrudes,27'381,27'850,23'611,23'993,24'107,23'192
354680,3546801,SP,Santa Isabel,57'966,58'529,53'174,54'556,54'586,54'691
354690,3546900,SP,Santa Lúcia,8'854,8'889,7'149,7'247,7'181,7'144
354700,3547007,SP,Santa Maria da Serra,6'236,6'298,5'243,5'308,5'314,5'308
354710,3547106,SP,Santa Mercedes,2'943,2'947,2'956,2'984,3'012,3'017
354720,3547205,SP,Santana da Ponte Pensa,1'467,1'448,1'670,1'671,1'698,1'699
354730,3547304,SP,Santana de Parnaíba,142'301,145'073,154'105,158'632,162'341,163'787
354740,3547403,SP,Santa Rita d'Oeste,2'487,2'476,2'733,2'765,2'790,2'796
354750,3547502,SP,Santa Rita do Passa Quatro,27'600,27'641,24'833,25'291,25'060,24'996
354760,3547601,SP,Santa Rosa de Viterbo,26'753,26'960,23'411,23'829,23'725,23'710
354765,3547650,SP,Santa Salete,1'552,1'558,1'645,1'654,1'686,1'692
354770,3547700,SP,Santo Anastácio,20'866,20'855,17'963,18'266,18'045,17'960
354780,3547809,SP,Santo André,721'368,723'889,748'919,774'653,778'711,782'048
354790,3547908,SP,Santo Antônio da Alegria,6'977,7'024,6'775,6'878,6'917,6'933
354800,3548005,SP,Santo Antônio de Posse,23'529,23'742,23'244,23'606,23'779,23'867
354805,3548054,SP,Santo Antônio do Aracanguá,8'481,8'541,8'379,8'540,8'568,8'593
354810,3548104,SP,Santo Antônio do Jardim,5'940,5'926,6'126,6'230,6'237,6'243
354820,3548203,SP,Santo Antônio do Pinhal,6'827,6'843,7'133,7'249,7'294,7'314
354830,3548302,SP,Santo Expedito,3'135,3'159,3'000,3'040,3'063,3'069
354840,3548401,SP,Santópolis do Aguapeí,4'817,4'856,3'899,3'932,3'933,3'921
354850,3548500,SP,Santos,433'656,433'991,418'608,430'949,429'567,429'547
354860,3548609,SP,São Bento do Sapucaí,10'893,10'907,11'674,11'880,11'948,11'989
354870,3548708,SP,São Bernardo do Campo,844'483,849'874,810'729,839'921,840'499,841'154
354880,3548807,SP,São Caetano do Sul,161'957,162'763,165'655,171'107,172'109,172'693
354890,3548906,SP,São Carlos,254'484,256'915,254'857,263'128,265'294,266'427
354900,3549003,SP,São Francisco,2'817,2'813,2'602,2'626,2'629,2'623
354910,3549102,SP,São João da Boa Vista,91'771,92'315,92'547,95'203,95'762,96'080
354920,3549201,SP,São João das Duas Pontes,2'561,2'555,2'580,2'589,2'622,2'623
354925,3549250,SP,São João de Iracema,1'932,1'942,1'846,1'848,1'880,1'882
354930,3549300,SP,São João do Pau d'Alho,2'100,2'095,2'242,2'272,2'288,2'293
354940,3549409,SP,São Joaquim da Barra,52'319,52'737,48'558,49'831,49'815,49'885
354950,3549508,SP,São José da Bela Vista,8'960,8'991,7'626,7'737,7'690,7'664
354960,3549607,SP,São José do Barreiro,4'144,4'141,3'853,3'887,3'898,3'888
354970,3549706,SP,São José do Rio Pardo,55'124,55'298,52'205,53'528,53'416,53'427
354980,3549805,SP,São José do Rio Preto,464'983,469'173,480'393,495'971,501'597,504'166
354990,3549904,SP,São José dos Campos,729'737,737'310,697'054,721'578,724'756,727'078
354995,3549953,SP,São Lourenço da Serra,15'978,16'127,16'067,16'341,16'458,16'479
355000,3550001,SP,São Luiz do Paraitinga,10'690,10'693,10'337,10'519,10'497,10'487
355010,3550100,SP,São Manuel,41'123,41'287,37'289,38'344,38'166,38'131
355020,3550209,SP,São Miguel Arcanjo,33'002,33'071,32'039,32'977,32'904,32'924
355030,3550308,SP,São Paulo,12'325'232,12'396'372,11'451'999,11'930'850,11'895'578,11'904'961
355040,3550407,SP,São Pedro,35'980,36'298,38'256,39'280,39'725,39'855
355050,3550506,SP,São Pedro do Turvo,7'696,7'724,7'217,7'327,7'333,7'333
355060,3550605,SP,São Roque,92'060,93'076,79'484,81'632,81'342,81'366
355070,3550704,SP,São Sebastião,90'328,91'637,81'595,83'700,84'019,84'280
355080,3550803,SP,São Sebastião da Grama,12'159,12'137,10'441,10'581,10'484,10'428
355090,3550902,SP,São Simão,15'385,15'446,13'442,13'700,13'590,13'560
355100,3551009,SP,São Vicente,368'355,370'839,329'911,340'012,338'407,338'326
355110,3551108,SP,Sarapuí,10'390,10'493,10'369,10'551,10'632,10'677
355120,3551207,SP,Sarutaiá,3'630,3'623,3'704,3'748,3'769,3'772
355130,3551306,SP,Sebastianópolis do Sul,3'554,3'595,3'130,3'157,3'187,3'191
355140,3551405,SP,Serra Azul,14'981,15'292,12'746,12'990,13'058,13'108
355150,3551504,SP,Serrana,45'644,46'166,43'909,45'129,45'408,45'580
355160,3551603,SP,Serra Negra,29'452,29'669,29'894,30'705,30'920,31'047
355170,3551702,SP,Sertãozinho,127'142,128'432,126'887,130'543,131'600,132'176
355180,3551801,SP,Sete Barras,12'780,12'731,12'730,12'978,12'912,12'903
355190,3551900,SP,Severínia,17'661,17'820,14'576,14'809,14'724,14'693
355200,3552007,SP,Silveiras,6'339,6'375,6'186,6'295,6'313,6'329
355210,3552106,SP,Socorro,41'352,41'690,40'122,41'231,41'405,41'527
355220,3552205,SP,Sorocaba,687'357,695'328,723'682,747'045,757'459,762'172
355230,3552304,SP,Sud Mennucci,7'728,7'738,7'355,7'475,7'466,7'464
355240,3552403,SP,Sumaré,286'211,289'875,279'545,287'398,289'787,291'116
355250,3552502,SP,Suzano,300'559,303'397,307'429,315'910,318'765,320'261
355255,3552551,SP,Suzanápolis,4'014,4'063,3'408,3'445,3'464,3'465
355260,3552601,SP,Tabapuã,12'485,12'561,11'323,11'523,11'499,11'498
355270,3552700,SP,Tabatinga,16'644,16'787,14'769,14'998,14'994,14'997
355280,3552809,SP,Taboão da Serra,293'652,297'528,273'542,282'910,284'274,285'307
355290,3552908,SP,Taciba,6'329,6'371,6'260,6'353,6'399,6'418
355300,3553005,SP,Taguaí,14'141,14'415,12'669,12'866,13'006,13'068
355310,3553104,SP,Taiaçu,6'320,6'346,5'677,5'760,5'751,5'744
355320,3553203,SP,Taiúva,5'564,5'562,6'548,6'677,6'733,6'770
